id;article;name;size_type;size_grid_name;product_type_name;description;patterns_path;constructor_name;patterns_created_on;default_routing_code;assembly_variant_ids;routing_template_ids;photo_paths;photo_urls;status;created_at;updated_at
83;517.1;;women;Женский (Mosmade);Олимпийка;Цельная базовая модель с манжетом и поясом;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
84;517.2;;women;Женский (Mosmade);Олимпийка;Женская стачная полка и спинка с поясом и манжетом ;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
85;517.3;;women;Женский (Mosmade);Олимпийка;Женская стачная полка с манжетом и поясом с подкладом;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
86;1406.1;;men;Мужская (Mosmade);Ветровка;Ветровка Муж., Реглан, цельная, с подкладом;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
87;1406.2;;men;Мужская (Mosmade);Ветровка;Ветровка Муж., Реглан, стачная спинка, с подкладом;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
88;1406.3;;men;Мужская (Mosmade);Ветровка;Ветровка Муж., Реглан, боковые вставки, с подкладом;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
89;601;;men;Мужская (Mosmade);Дождевик;"Дождевик с подкладом модель ""ТМХ""";;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
90;401;;men;Мужская (Mosmade);Жилет утепленный;Жилет Уни., с подкладом и утеплителем и оконтовкой;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
91;Дикомраз;;men;Унисекс (оверсайз);Футболка;Лонгслив дикомраз, оверсайз;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
92;D2;;men;Унисекс (оверсайз);Штаны;Штаны дикомраз с карманами;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
93;D3;;men;Унисекс (оверсайз);Рубашка;Рубашка дикомраз, пуговицы, втачной;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
94;D4;;men;Унисекс (оверсайз);Футболка;Футболка оверсайз, О-обр, втрачной;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
95;D5;;men;Унисекс (оверсайз);Шорты;Шорты Дикомраз,стачные, листочка с карманамми;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
96;t01;;women;Женский (Mosmade);Шорты;"Волейбольные шорты женские ""ТМХ"", с разрезом";;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
97;Капуэро;;men;Унисекс (оверсайз);Штаны;"Штаны тренировочные ""Капуэро""";;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
98;1002;;men;Отсувствует;Рюкзак;Рюкзак мешок;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
99;1003;;men;Отсувствует;Бафф;Бафф;;;;;1|2;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;/product-models/1/media/1/content|/product-models/1/media/2/content|/product-models/1/media/3/content;active;2026-07-22T13:55:39.765125+02:00;2026-07-26T15:49:32.347426+02:00
