id;article;name;size_type;size_grid_name;product_type_name;description;patterns_path;constructor_name;patterns_created_on;default_routing_code;assembly_variant_ids;routing_template_ids;photo_paths;photo_urls;status;created_at;updated_at
;100.2;Шорты;men;Мужская (Mosmade);Шорты;Шорты волейбольные, Муж., цельные с отрезным поясом ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;100.3;Шорты;men;Мужская (Mosmade);Шорты;Шорты волейбольные, Муж., цельные с отрезным поясом ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;100.4;Шорты;men;Мужская (Mosmade);Шорты;Шорты волейбольные, Муж., цельные с отрезным поясом ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;126.1;Шорты;men;Мужская (Mosmade);Шорты;Шорты баскетбольные, Цельные;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;126.2;Шорты;men;Мужская (Mosmade);Шорты;Шорты баскетбольные, с боковой вставкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;126.3;Шорты;men;Мужская (Mosmade);Шорты;Шорты баскетбольные, с боковой вставкой и манжетой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.0;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, цельные;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.1;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, цельные,  пояс отрезной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.2;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, с лампасом, пояс отрезной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.3;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, с фигурным лампасом, пояс не отрезной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.4;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, с боковым швом, пояс отрезной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.5;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, с боковым швом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.6;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, цельные, с манжетом, пояс отрезной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;133.7;Шорты;men;Мужская (Mosmade);Шорты;Шорты футбольные, цельные;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;101.1;Шорты;women;Женская (Mosmade);Шорты;Шорты волейбольные, Жен., цельные с отрезным поясом ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;101.2;Шорты;women;Женская (Mosmade);Шорты;Шорты волейбольные, Жен., с лампасом и отрезным поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;701.1;Штаны;men;Мужская (Mosmade);Штаны;Штаны спортивные с кокеткой без манжета;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;731;Штаны;men;Мужская (Mosmade);Штаны;Штаны вратарские с защитой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;730.1;Штаны;men;Мужская (Mosmade);Штаны;"Штаны разминочные ""Самосбросы""";;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.1;Олимпийка;men;Мужская (Mosmade);Олимпийка;Цельная базовая модель с манжетом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.2;Олимпийка;men;Мужская (Mosmade);Олимпийка;Цельная базовая модель под оконтовку;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.3;Олимпийка;men;Мужская (Mosmade);Олимпийка;Модель стачная под оконтовку;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.4;Олимпийка;men;Мужская (Mosmade);Олимпийка;Цельная базовая модель с короткой молнией;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.5;Олимпийка;men;Мужская (Mosmade);Олимпийка;Модель с боковыми вставками, с манжетом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.6;Олимпийка;men;Мужская (Mosmade);Олимпийка;Цельная базовая модель с манжетом и поясом в рукавах лампас;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;516.7;Олимпийка;men;Мужская (Mosmade);Олимпийка;Стачная полка с манжетом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;509.06;Олимпийка;men;Мужская (Mosmade);Олимпийка;Цельная базовая модель с манжетом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;509.06.1;Бомбер;men;Мужская (Mosmade);Бомбер;Цельная базовая модель с манжетом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;517.1;Олимпийка;women;Женская (Mosmade);Олимпийка;Цельная базовая модель с манжетом и поясом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;517.2;Олимпийка;women;Женская (Mosmade);Олимпийка;Женская стачная полка и спинка с поясом и манжетом ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;517.3;Олимпийка;women;Женская (Mosmade);Олимпийка;Женская стачная полка с манжетом и поясом с подкладом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;1406.1;Ветровка;men;Мужская (Mosmade);Ветровка;Ветровка Муж., Реглан, цельная, с подкладом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;1406.2;Ветровка;men;Мужская (Mosmade);Ветровка;Ветровка Муж., Реглан, стачная спинка, с подкладом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;1406.3;Ветровка;men;Мужская (Mosmade);Ветровка;Ветровка Муж., Реглан, боковые вставки, с подкладом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;601;Дождевик;men;Мужская (Mosmade);Дождевик;"Дождевик с подкладом модель ""ТМХ""";;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;401;Жилет утепленный;men;Мужская (Mosmade);Жилет утепленный;Жилет Уни., с подкладом и утеплителем и оконтовкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;Дикомраз;Футболка;men;Унисекс (оверсайз);Футболка;Лонгслив дикомраз, оверсайз;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;D2;Штаны;men;Унисекс (оверсайз);Штаны;Штаны дикомраз с карманами;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;D3;Рубашка;men;Унисекс (оверсайз);Рубашка;Рубашка дикомраз, пуговицы, втачной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;D4;Футболка;men;Унисекс (оверсайз);Футболка;Футболка оверсайз, О-обр, втрачной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;D5;Шорты;men;Унисекс (оверсайз);Шорты;Шорты Дикомраз,стачные, листочка с карманамми;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;t01;Шорты;women;Женская (Mosmade);Шорты;"Волейбольные шорты женские ""ТМХ"", с разрезом";;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;Капуэро;Штаны;men;Унисекс (оверсайз);Штаны;"Штаны тренировочные ""Капуэро""";;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;1002;Рюкзак;men;Отсувствует;Аксессуары;Рюкзак мешок;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;1003;Бафф;men;Отсувствует;Аксессуары;Бафф;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
