id;article;name;size_type;size_grid_name;product_type_name;description;patterns_path;constructor_name;patterns_created_on;default_routing_code;assembly_variant_ids;routing_template_ids;photo_paths;photo_urls;status;created_at;updated_at
;107.5;Волейбольная ф-ка, О-обр;women;Женская (Mosmade);Футболка;O-обр с боковой вставкой с отрезными плечами ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;222.1;Волейбольная ф-ка, U-обр;women;Женская (Mosmade);Футболка;Волейбольная ф-ка, U-обр, кор. рукав, прямая бок. вставка. ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;222.2;Волейбольная ф-ка, О-обр;women;Женская (Mosmade);Футболка;Волейбольная ф-ка, О-обр, кор. рукав, прямая бок. вставка. ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;222.3;Волейбольная ф-ка, V-обр;women;Женская (Mosmade);Футболка;Волейбольная ф-ка, V-обр, кор. рукав, фигурная бок. вставка. ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;222.4;Волейбольная ф-ка, V-обр;women;Женская (Mosmade);Футболка;Волейбольная ф-ка, V-обр, кор. рукав, фигурная, стачная бок. вставка. ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;115.1.1;Майка;women;Женская (Mosmade);Майка;Майка женская V-обр, с боковой вставкой манжетом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;115.1.2;Майка;women;Женская (Mosmade);Майка;Майка женская U-обр, с боковой вставкой манжетом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;115.1.3;Майка;women;Женская (Mosmade);Майка;Майка женская O-обр, с боковой вставкой манжетом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;182.1;Майка;men;Мужская (Mosmade);Майка;Майка баскетбольная, V-обр цельная;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;182.1.R;Майка;men;Мужская (Mosmade);Майка;Майка баскетбольная, V-обр цельная, 2х стороняяя;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;182.1.2;Майка;men;Мужская (Mosmade);Майка;Майка баскетбольная двухсторонняя, V-обр цельная;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;182.2;Майка;men;Мужская (Mosmade);Майка;Майка баскетбольная, V-обр с боковой вставкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;182.1-dup2;Майка;men;Мужская (Mosmade);Майка;Майка баскетбольная, O-обр цельная;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;251.1;Манишка;men;Мужская (Mosmade);Майка;Манишка баскетбольная односторонняя;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;251.2;Манишка;men;Мужская (Mosmade);Майка;Манишка баскетбольная двусторонняя;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.1;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ цельная, рукав реглан, короткий;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.2;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ цельная, рукав реглан, длинный;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.3;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ цельная, рукав реглан составной, короткий;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.4;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ цельная, рукав Реглан с лампасом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.5;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ с бок встав, рукав Реглан, короткий составной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.6;Футболка;men;Мужская (Mosmade);Футболка;О-образ составной с бок встав, рукав Реглан, короткий составной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.7;Футболка;men;Мужская (Mosmade);Футболка;О-образ цельная, рукав Реглан, короткий составной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.8;Футболка;men;Мужская (Mosmade);Футболка;V-образ цельная, рукав Реглан, короткий;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.9;Футболка;men;Мужская (Mosmade);Футболка;;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.10;Футболка;men;Мужская (Mosmade);Футболка;V-образ цельная, рукав Реглан, короткий с манжетами;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.9-dup2;Футболка;men;Мужская (Mosmade);Футболка;О-образ с бок встав, рукав Реглан, короткий;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;211.1;Футболка;men;Мужская (Mosmade);Футболка;Футбольная ф-ка, ACHE, О-обр, Базовая модель, с боковой вставкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;211.3;Футболка;men;Мужская (Mosmade);Футболка;Футбольная ф-ка, ACHE, О-обр, Базовая модель,кор. рукав с манжетой, с боковой вставкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;212.1-dup2;Футболка;men;Мужская (Mosmade);Футболка;Футбольная ф-ка, ACHE, V-обр, Базовая модель, кор. рукав, с боковой вставкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;211.2;Футболка;men;Мужская (Mosmade);Футболка;Футбольная ф-ка, ACHE, О-обр, Базовая модель, дл. рукав с боковой вставкой;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;213.1;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ цельная, втачной рукав, короткий;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;213.3;Футболка;men;Мужская (Mosmade);Футболка;Футболка Муж., О-образ цельная, цельная, короткий рукав с манжетом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;213.6;Футболка;men;Мужская (Mosmade);Футболка;О-образ с боковой вставкой и отрезной кокеткой, короткий рукав с манжетом;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;215.2;Футболка;men;Мужская (Mosmade);Футболка;V-образ цельная, длинный рукав;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;201.1;Футболка;men;Унисекс (оверсайз);Футболка;О-образ составной с бок встав, рукав Реглан, короткий составной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;201.2;Футболка;men;Унисекс (оверсайз);Футболка;О-образ составной с бок встав, рукав Реглан, короткий составной;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;251.3;Футболка;men;Мужская (Mosmade);Футболка;"Воротник ""стойка"" с разрезами по бокам";;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;163;Топ спортивный;women;Женская (Mosmade);Топ;Женский топ, компрессия, двухслойный;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;160.1;Майка;men;Мужская (Mosmade);Майка;Майка свободный крой.;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;160.2;Майка;men;Мужская (Mosmade);Майка;Майка Муж свободный крой, удлененный низ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;160.3;Майка;men;Мужская (Mosmade);Майка;Майка Муж свободный крой с боковыми вставками, удлененный низ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;164.1.3;Майка;women;Женская (Mosmade);Майка;Майка борцовка женская, узкая спинка;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;164.3;Майка;men;Мужская (Mosmade);Майка;Майка борцовка Мужская;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
;100.1;Шорты;men;Мужская (Mosmade);Шорты;Шорты волейбольные, Муж., цельные с отрезным поясом ;;;;;;1|2;D:\Projects\sport-leads\backend\storage\product-model-media\1\c122f91fd413441eb1e1f09adadf9b3a-SF0001_02.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\c16d97eb0c404387b3785d4563cad19e-SF0001_03.jpg|D:\Projects\sport-leads\backend\storage\product-model-media\1\e9203a422bbc4adba55a5029b17ce38a-SF0001_04.jpg;;active;;
